source,web-scraper-order,price,size,location,classification,roads,price per foot
Property Finder,1746263078-1217,150000,412,Saar,RA,1,33.8
Bahrain Finder,1746267738-139,73000,200.4,Damistan,RB,2,33.8
Bahrain Finder,1746267824-760,80001,220,Muharraq,RHA,1,33.8
Bahrain Finder,1746267947-1651,80041,220,Muharraq,RHA,2,33.8
Bahrain Finder,1746268095-2719,59000,162,Hamalah,RHA,1,33.8
Bahrain Finder,1746268199-3463,80000,220,Muharraq,RHA,1,33.8
Bahrain Finder,1746268199-3464,80000,220,Muharraq,RHA,1,33.8
Bahrain Finder,1746268218-3589,60000,164.8,Malkiya,RHA,1,33.8
Bahrain Finder,1746268222-3608,80001,220,Diyar Al Muharraq,RHA,1,33.8
Bahrain Finder,1746267775-381,74943,206.6,Barbar,RHA,1,33.7
Bahrain Finder,1746267784-464,80000,220,Diyar Al Muharraq,RHA,1,33.7
Bahrain Finder,1746267856-997,75000,206.6,Barbar,RHA,1,33.7
Bahrain Finder,1746267927-1495,85002,234.1,Bani Jamrah,RHA,2,33.7
Bahrain Finder,1746267927-1516,115000,317.5,Hidd,RHB,2,33.7
Property Finder,1746259997-13,110000,304,Bu Quwah,RA,1,33.6
Property Finder,1746263628-1431,108069,299,North Riffa,RA,1,33.6
Bahrain Finder,1746267964-1766,160000,442,Maqshaa,RB,1,33.6
Bahrain Finder,1746268041-2312,110013,304,Buqwa,RA,1,33.6
Bahrain Finder,1746268140-3047,100000,2981.63,East Riffa,RHB,1,33.6
Property Finder,1746260041-30,116000,322,Maqabah,RA,1,33.5
Property Finder,1746261066-431,146184,405,Al Maqsha,RB,1,33.5
Property Finder,1746261282-516,93500,259,Jid Al Haj,RHA,1,33.5
Property Finder,1746261318-529,127000,352,Saar,RA,1,33.5
Property Finder,1746261476-592,75000,208,Barbar,RHA,1,33.5
Property Finder,1746261841-735,126965,352,Al Qurayyah,RA,1,33.5
Property Finder,1746262245-892,126929,352,Saar,RA,1,33.5
Property Finder,1746263848-1518,165000,457,Alhajiyat,RB,1,33.5
Property Finder,1746264375-1723,109620,304,Bu Quwah,RA,1,33.5
Property Finder,1746264615-1819,137386,381,Samaheej,RB,1,33.5
Bahrain Finder,1746267738-125,141353,392,Tubli,RB,1,33.5
Bahrain Finder,1746267844-899,72155,200.1,Hamalah,RA,1,33.5
Bahrain Finder,1746267968-1798,108863,301.9,Buqwa,RB,2,33.5
Bahrain Finder,1746267981-1887,109620,304,Buqwa,RA,1,33.5
Bahrain Finder,1746267990-1945,65000,180.1,Barbar,RHB,2,33.5
Bahrain Finder,1746267990-1946,65000,180.1,Barbar,RHB,2,33.5
Bahrain Finder,1746267990-1965,106267,294.7,Buqwa,RB,2,33.5
Bahrain Finder,1746268091-2684,146184,405.4,Maqshaa,RB,2,33.5
Bahrain Finder,1746268162-3196,126965,352.1,Al Qurayyah,RA,1,33.5
Bahrain Finder,1746268179-3314,127000,352.1,Al Qurayyah,RA,1,33.5
Bahrain Finder,1746268218-3588,80000,220,Diyar Al Muharraq,RA,1,33.5
Property Finder,1746260301-133,78000,217,Gufool,RB,1,33.4
Property Finder,1746261589-636,72000,200,Hamala,RHA,1,33.4
Property Finder,1746263191-1261,65000,181,Barbar,RHB,1,33.4
Property Finder,1746263500-1381,72000,200,Hamala,RA,1,33.4
Property Finder,1746263812-1503,77000,214,Shahrakan,RHA,1,33.4
Property Finder,1746264333-1707,142000,395,Janabiya,RB,1,33.4
Property Finder,1746264387-1728,77000,214,Shahrakan,RA,1,33.4
Property Finder,1746265443-2146,65000,181,Arad,RHA,1,33.4
Bahrain Finder,1746267918-1443,77000,214,Shahrakkan,RHA,1,33.4
Bahrain Finder,1746267968-1807,130000,361.8,Sayah,RB,1,33.4
Bahrain Finder,1746267981-1903,90001,250.3,Riffa - Al Hunainiyah,RHB,1,33.4
Bahrain Finder,1746268115-2865,72000,200,Damistan,RB,2,33.4
Property Finder,1746261356-545,128000,357,A'Ali,RA,1,33.3
Property Finder,1746262123-846,86000,240,Al Qurayyah,RHB,1,33.3
Bahrain Finder,1746267747-180,93000,259.1,Jannusan,RHA,3,33.3
Bahrain Finder,1746267861-1033,70000,209.1,Shahrakkan,RHA,1,33.3
Bahrain Finder,1746267861-1036,70000,209.1,Shahrakkan,RHA,1,33.3
Bahrain Finder,1746267861-1037,70000,209.1,Shahrakkan,RHA,1,33.3
Bahrain Finder,1746267897-1292,64000,178.4,Bani Jamrah,RHA,2,33.3
Bahrain Finder,1746268111-2811,76000,212,Sanabis,RHB,2,33.3
Bahrain Finder,1746268213-3541,86000,240,Sitra,RHB,1,33.3
Bahrain Finder,1746268218-3569,111000,309.6,A'ali,RA,1,33.3
Bahrain Finder,1746268233-3683,115000,320.4,Buqwa,RA,1,33.3
Property Finder,1746263510-1385,109000,305,Barbar,RA,1,33.2
Property Finder,1746264402-1734,70000,196,Malkiyah,RHA,1,33.2
Bahrain Finder,1746267747-195,120000,336,Buqwa,RB,1,33.2
Bahrain Finder,1746267784-447,75000,220.6,Shahrakkan,RHA,1,33.2
Bahrain Finder,1746267824-752,130000,364,Busaiteen,RB,1,33.2
Bahrain Finder,1746268025-2184,82000,229.6,Bani Jamrah,RHA,2,33.2
Bahrain Finder,1746268029-2233,82000,229.8,Bani Jamrah,RHA,2,33.2
Bahrain Finder,1746268062-2455,63000,176.2,Malkiya,RHA,1,33.2
Bahrain Finder,1746268218-3570,95202,266.4,Maqshaa,RB,2,33.2
Property Finder,1746260522-219,125662,353,Janabiya,RA,1,33.1
Property Finder,1746260603-250,119280,335,Bu Quwah,RA,1,33.1
Property Finder,1746261272-512,133000,373,Jid Al Haj,RA,1,33.1
Property Finder,1746262069-824,75100,211,Malkiyah,RHA,1,33.1
Property Finder,1746262953-1168,125700,353,Janabiya,RA,1,33.1
Property Finder,1746263095-1223,171851,483,Saar,RA,1,33.1
Property Finder,1746264215-1660,58752,165,Saraya 2,RHA,1,33.1
Property Finder,1746264531-1785,74000,208,Malkiyah,RHA,1,33.1
Property Finder,1746264673-1842,138852,390,Zinj,RA,1,33.1
Bahrain Finder,1746268050-2387,107022,300.2,Samaheej,RB,1,33.1
Bahrain Finder,1746268136-3011,97501,273.7,Maameer,RHB,3,33.1
Property Finder,1746260058-37,205000,578,Al Daih,RA,1,33
Property Finder,1746260349-152,211990,596,Saar,RA,1,33
Property Finder,1746260496-209,196077,552,Bu Quwah,RA,1,33
Property Finder,1746260829-338,114165,321,A'Ali,RA,1,33
Property Finder,1746261451-582,71000,200,Hamala,RHA,1,33
Property Finder,1746261577-631,107771,303,Al Daih,RA,1,33
Property Finder,1746261653-661,177000,498,Busaiteen,RA,1,33
Property Finder,1746262343-930,106563,300,Barbar,RA,1,33
Property Finder,1746262599-1030,133311,375,Janabiya,RA,1,33
Property Finder,1746262698-1068,162332,457,Sanabis,RB,1,33
Property Finder,1746264125-1624,125700,354,Saar,RA,1,33
Property Finder,1746264174-1644,278500,784,Bu Quwah,RA,1,33
Property Finder,1746264338-1709,122265,344,Bu Quwah,RA,1,33
Property Finder,1746264372-1722,108000,304,Bu Quwah,RA,1,33
Property Finder,1746264477-1764,192880,543,Saar,RA,1,33
Property Finder,1746264595-1811,183644,517,Saar,RA,1,33
Property Finder,1746264605-1815,125000,352,Saar,RA,1,33
Property Finder,1746264714-1858,177073,498,Busaiteen,RA,1,33
Property Finder,1746264805-1894,145992,411,Janabiya,RB,1,33
Property Finder,1746264855-1913,374464,1054,Busaiteen,RB,1,33
Property Finder,1746264880-1922,126800,357,A'Ali,RA,1,33
Property Finder,1746265117-2017,181264,510,Janabiya,RA,1,33
Property Finder,1746265122-2019,139278,392,Maqabah,RA,1,33
Property Finder,1746265268-2076,125070,352,Maqabah,RA,1,33
Bahrain Finder,1746267755-231,122264,344.2,Buqwa,RA,1,33
Bahrain Finder,1746267755-250,108000,306.3,Musala,RA,1,33
Bahrain Finder,1746267759-261,119351,336,Buqwa,RA,1,33
Bahrain Finder,1746267763-315,115444,325,Dair,RA,2,33
Bahrain Finder,1746267779-416,159703,449.6,Markh,RA,2,33
Bahrain Finder,1746267796-535,121198,341.2,Al Qurayyah,RA,1,33
Bahrain Finder,1746267800-571,82004,231,Galali,RA,2,33
Bahrain Finder,1746267812-670,165991,467.3,Riffa,RB,2,33
Bahrain Finder,1746267816-681,123330,347.2,Tubli,RA,1,33
Bahrain Finder,1746267816-701,255753,720,Sar,RB,2,33
Bahrain Finder,1746267824-745,128764,362.5,Tubli,RA,2,33
Bahrain Finder,1746267824-753,125000,352,Al Qurayyah,RA,1,33
Bahrain Finder,1746267824-768,118286,333,Sanad,RA,2,33
Bahrain Finder,1746267828-785,111000,309.1,Buqwa,RA,1,33
Bahrain Finder,1746267828-787,125001,352,Al Qurayyah,RA,1,33
Bahrain Finder,1746267832-804,95801,269.7,Buqwa,RHA,1,33
Bahrain Finder,1746267832-805,93705,263.8,Buqwa,RHA,2,33
Bahrain Finder,1746267832-806,88767,249.9,Buqwa,RHA,1,33
Bahrain Finder,1746267840-890,156293,440,Busaiteen,RA,2,33
Bahrain Finder,1746267848-934,133097,374.7,Maqaba,RA,2,33
Bahrain Finder,1746267848-935,126988,357.5,Maqaba,RB,1,33
Bahrain Finder,1746267881-1172,137822,388,Al Qurayyah,RA,2,33
Bahrain Finder,1746267901-1315,110116,310,Daih,RHB,2,33
Bahrain Finder,1746267906-1348,107984,304,Buqwa,RA,1,33
Bahrain Finder,1746267927-1498,71000,200,Hamalah,RHA,1,33
Bahrain Finder,1746267927-1505,126800,357,A'ali,RA,2,33
Bahrain Finder,1746267955-1702,107000,301.9,Buqwa,RB,1,33
Bahrain Finder,1746267960-1746,77000,217.3,Buqwa,RHA,1,33
Bahrain Finder,1746267964-1770,180093,507,Shakhura,RB,3,33
Bahrain Finder,1746267977-1858,86672,244,Lawzi,RHA,2,33
Bahrain Finder,1746267981-1905,106564,300,Barbar,RA,1,33
Bahrain Finder,1746267990-1962,155228,437,Muharraq,RA,1,33
Bahrain Finder,1746268003-2031,113455,319.4,A'ali,RA,1,33
Bahrain Finder,1746268003-2036,113455,319.4,A'ali,RA,1,33
Bahrain Finder,1746268007-2072,121696,342.6,Buqwa,RA,1,33
Bahrain Finder,1746268007-2084,114165,321.4,A'ali,RA,1,33
Bahrain Finder,1746268007-2085,126953,357.4,A'ali,RA,2,33
Bahrain Finder,1746268007-2086,126953,357.4,A'ali,RA,2,33
Bahrain Finder,1746268007-2087,114165,321.4,A'ali,RA,1,33
Bahrain Finder,1746268007-2088,126953,357.4,A'ali,RA,2,33
Bahrain Finder,1746268020-2174,75000,210.9,Shahrakkan,RHA,1,33
Bahrain Finder,1746268029-2232,205597,578.8,Daih,RA,2,33
Bahrain Finder,1746268037-2287,195011,549,Busaiteen,RB,1,33
Bahrain Finder,1746268050-2390,185101,521.1,Shahrakkan,RB,2,33
Bahrain Finder,1746268062-2475,133382,375.5,Janabiyah,RA,1,33
Bahrain Finder,1746268087-2634,271026,763,Tubli,RB,1,33
Bahrain Finder,1746268087-2652,86885,244.6,Lawzi,RHA,1,33
Bahrain Finder,1746268095-2702,95801,269.7,A'ali,RA,1,33
Bahrain Finder,1746268095-2705,95978,270.2,A'ali,RA,1,33
Bahrain Finder,1746268095-2712,461598,1299.5,Diyar Al Muharraq,RA,2,33
Bahrain Finder,1746268103-2768,278500,784,Buqwa,RA,2,33
Bahrain Finder,1746268128-2937,133311,375.3,Janabiyah,RA,1,33
Bahrain Finder,1746268145-3055,152031,428,Maqaba,RB,1,33
Bahrain Finder,1746268162-3185,110000,307,Dair,RB,1,33
Bahrain Finder,1746268171-3235,119280,335.8,Buqwa,RA,1,33
Bahrain Finder,1746268183-3335,135336,381,Samaheej,RB,2,33
Bahrain Finder,1746268187-3364,211991,596.8,Sar,RA,2,33
Bahrain Finder,1746268195-3428,100525,283,Hidd,RA,2,33
Bahrain Finder,1746268199-3468,196077,552,Saraya 2,RB,1,33
Bahrain Finder,1746268205-3474,72000,200.3,Hamalah,RHA,1,33
Bahrain Finder,1746268209-3520,146383,412.1,Maqaba,RA,2,33
Bahrain Finder,1746268209-3522,98713,277.9,Adhari,RHB,1,33
Property Finder,1746260630-261,98000,277,Maameer,RB,1,32.9
Property Finder,1746260778-319,106500,301,Diyar Al Muharraq,RHA,1,32.9
Property Finder,1746263132-1238,255000,720,Maqabah,RB,1,32.9
Property Finder,1746263174-1254,58500,165,Barbar,RHA,1,32.9
Property Finder,1746263776-1490,78000,220,Dahiyat Raya,RHA,1,32.9
Property Finder,1746264467-1760,28000,79,Nuwaidrat,RHB,1,32.9
Property Finder,1746264581-1805,160000,452,Saar,RA,1,32.9
Bahrain Finder,1746267844-891,145001,409.7,Galali,RA,2,32.9
Bahrain Finder,1746268230-3658,67042,189.6,Damistan,RB,1,32.9
Property Finder,1746260014-20,65000,184,Hamala,RHA,1,32.8
Property Finder,1746261473-591,128000,362,Sehla,RA,1,32.8
Property Finder,1746262255-896,126000,357,A'Ali,RA,1,32.8
Property Finder,1746264106-1617,65000,184,Malkiyah,RB,1,32.8
Bahrain Finder,1746267796-538,100000,283.1,Malkiya,RA,1,32.8
Bahrain Finder,1746267881-1178,209993,594.6,East Riffa,RB,2,32.8
Bahrain Finder,1746268037-2300,109131,309.1,Buqwa,RA,1,32.8
Bahrain Finder,1746268045-2359,58500,165.9,Barbar,RHA,1,32.8
Bahrain Finder,1746268140-3049,140165,397,Buqwa,RA,2,32.8
Property Finder,1746264364-1720,145000,412,Amwaj Islands,RA,1,32.7
Bahrain Finder,1746267955-1701,128000,362.6,Northen Sehla,RA,2,32.7
Bahrain Finder,1746268020-2158,65001,184.8,Malkiya,RB,1,32.7
Bahrain Finder,1746268029-2234,82000,233.1,Bani Jamrah,RHA,2,32.7
Bahrain Finder,1746268054-2396,65011,184.7,Hamalah,RHA,1,32.7
Bahrain Finder,1746268062-2463,114746,326,Riffa,RA,1,32.7
Bahrain Finder,1746268083-2619,65000,184.8,Malkiya,RB,1,32.7
Property Finder,1746261740-696,60000,171,Karzakkan,RHA,1,32.6
Property Finder,1746261939-773,115000,328,North Riffa,RA,1,32.6
Property Finder,1746264034-1589,105000,299,North Riffa,RA,1,32.6
Property Finder,1746264362-1719,157668,450,Bu Quwah,RB,1,32.6
Property Finder,1746265288-2084,60000,171,Hamala,RHA,1,32.6
Bahrain Finder,1746268107-2788,60000,171.1,Sanad,RHA,1,32.6
Bahrain Finder,1746268107-2789,60000,171.1,Sanad,RHA,1,32.6
Bahrain Finder,1746268107-2790,60000,171.1,Sanad,RA,1,32.6
Bahrain Finder,1746268230-3660,67199,191.5,Damistan,RB,1,32.6
Property Finder,1746260591-246,151000,432,Sanad,RA,1,32.5
Property Finder,1746260649-269,124890,357,A'Ali,RA,1,32.5
Property Finder,1746261285-517,159000,454,Al Qurayyah,RA,1,32.5
Property Finder,1746261755-701,151120,432,Sanad,RA,1,32.5
Property Finder,1746262032-810,124880,357,A'Ali,RA,1,32.5
Property Finder,1746262067-823,71360,204,Malkiyah,RHA,1,32.5
Property Finder,1746262686-1063,152176,435,Sanad,RA,1,32.5
Property Finder,1746263814-1504,79000,226,Shahrakan,RHA,1,32.5
Property Finder,1746264314-1699,155464,444,Bu Quwah,RB,1,32.5
Property Finder,1746264921-1939,151126,432,Sanad,RA,1,32.5
Property Finder,1746265324-2098,151127,432,Jurdab,RA,1,32.5
Bahrain Finder,1746267729-14,105000,300,Samaheej,RHB,1,32.5
Bahrain Finder,1746267731-26,89906,257,Al Qurayyah,RHB,1,32.5
Bahrain Finder,1746267779-423,119000,341.8,Al Qurayyah,RA,1,32.5
Bahrain Finder,1746267804-618,59821,171,Hamalah,RHA,1,32.5
Bahrain Finder,1746267836-860,120000,343.1,Al Qurayyah,RA,1,32.5
Bahrain Finder,1746267893-1263,105054,300.3,A'ali,RA,1,32.5
Bahrain Finder,1746267927-1517,124880,357,A'ali,RA,2,32.5
Bahrain Finder,1746267939-1608,113450,324.3,Maqaba,RA,2,32.5
Bahrain Finder,1746268011-2103,95000,271.8,Sitra,RB,1,32.5
Bahrain Finder,1746268025-2183,82000,234.1,Bani Jamrah,RHA,2,32.5
Bahrain Finder,1746268074-2559,123000,352,Al Qurayyah,RA,1,32.5
Bahrain Finder,1746268095-2711,218958,625.9,Dilmunia,RA,,32.5
Bahrain Finder,1746268120-2886,130067,371.8,Karranah,RA,2,32.5
Bahrain Finder,1746268128-2947,94524,270.2,A'ali,RA,1,32.5
Bahrain Finder,1746268136-3009,104984,300.1,Daih,RA,1,32.5
Bahrain Finder,1746268162-3182,110000,314.5,Sitra,RA,1,32.5
Bahrain Finder,1746268162-3193,151127,432,Sanad,RA,1,32.5
Bahrain Finder,1746268199-3469,70036,200.2,Hamalah,RHA,1,32.5
Bahrain Finder,1746268218-3572,124800,357,A'ali,RA,2,32.5
Property Finder,1746263701-1460,105000,301,North Riffa,RA,1,32.4
Property Finder,1746265520-2175,69855,200,Arad,RHA,1,32.4
Bahrain Finder,1746267994-2000,104999,301.2,Diyar Al Muharraq,RHA,2,32.4
Bahrain Finder,1746268078-2594,113000,324.3,Northen Sehla,RA,2,32.4
Property Finder,1746260863-351,123000,354,Saraya 2,RA,1,32.3
Property Finder,1746262228-885,250000,720,Saar,RB,1,32.3
Bahrain Finder,1746267779-414,122001,350.6,Shakhura,RB,1,32.3
Bahrain Finder,1746267977-1859,57000,163.9,Malkiya,RHA,1,32.3
Bahrain Finder,1746267981-1901,90000,259.1,Jid Al Haj,RHA,3,32.3
Property Finder,1746260544-227,170000,491,North Riffa,RA,1,32.2
Property Finder,1746264827-1902,60000,173,Khamis,RHB,1,32.2
Bahrain Finder,1746267792-521,73000,210.9,Shahrakkan,RHA,1,32.2
Bahrain Finder,1746267804-620,76000,220,Muharraq,RHA,1,32.2
Bahrain Finder,1746267927-1501,60239,173.8,Al Khamis,RHB,3,32.2
Bahrain Finder,1746267927-1515,135000,389.8,Hidd,RA,2,32.2
Bahrain Finder,1746268107-2805,75000,216.7,Malkiya,RB,1,32.2
Bahrain Finder,1746268153-3117,85056,245.4,Bu Kowarah,RB,1,32.2
Bahrain Finder,1746268230-3659,67102,193.6,Damistan,RB,1,32.2
Property Finder,1746260404-173,122141,354,A'Ali,RA,1,32.1
Property Finder,1746261248-502,124311,360,Bani Jamra,RA,1,32.1
Property Finder,1746261287-518,121500,352,Al Qurayyah,RA,1,32.1
Property Finder,1746261699-679,173000,501,Busaiteen,RB,1,32.1
Property Finder,1746261719-687,105000,304,Galali,RA,1,32.1
Property Finder,1746262880-1139,85000,246,Saraya 2,RB,1,32.1
Property Finder,1746263044-1203,118352,343,Shakhura,RB,1,32.1
Property Finder,1746263559-1404,65000,188,Eker,RHB,1,32.1
Bahrain Finder,1746267759-276,100000,304.2,Galali,RA,1,32.1
Bahrain Finder,1746267927-1492,60000,173.8,Al Khamis,RHB,3,32.1
Bahrain Finder,1746268062-2459,51000,147.4,Malkiya,RHA,1,32.1
Bahrain Finder,1746268187-3365,170000,491.6,Riffa Al Shamali,RA,2,32.1
Bahrain Finder,1746268209-3502,76001,220,Samaheej,RHA,1,32.1
Property Finder,1746260156-76,84000,244,Karzakkan,RB,1,32
Property Finder,1746260537-224,121000,351,Sitra,RB,1,32
Property Finder,1746260554-231,147217,427,A'Ali,RA,1,32
Property Finder,1746260796-325,103334,300,Bu Quwah,RA,1,32
Property Finder,1746261090-441,124483,361,Janabiya,RA,1,32
Property Finder,1746261379-553,150179,436,Shakhura,RA,1,32
Property Finder,1746261826-729,128823,374,Tubli,RA,1,32
Property Finder,1746262690-1065,105400,306,Jidhafs,RHB,1,32
Property Finder,1746262841-1123,123174,358,Saraya 2,RA,1,32
Property Finder,1746262981-1178,133645,388,Al Qurayyah,RA,1,32
Property Finder,1746263066-1212,114701,333,Maqabah,RA,1,32
Property Finder,1746263254-1286,232296,674,Busaiteen,RB,1,32
Property Finder,1746263256-1287,137779,400,Busaiteen,RB,1,32
Property Finder,1746263259-1288,190514,553,Busaiteen,RB,1,32
Property Finder,1746263273-1294,139260,404,Busaiteen,RB,1,32
Property Finder,1746263285-1297,142843,415,Busaiteen,RB,3,32
Property Finder,1746263287-1298,189136,549,Busaiteen,RB,1,32
Property Finder,1746263297-1302,236636,687,Busaiteen,RA,1,32
Property Finder,1746263334-1317,131235,381,Samaheej,RB,1,32
Property Finder,1746263674-1449,161890,470,Janabiya,RB,1,32
Property Finder,1746264557-1796,127825,371,Maqabah,RA,1,32
Property Finder,1746264798-1891,117284,340,Diraz,RA,1,32
Property Finder,1746265351-2109,151694,440,Barbar,RB,1,32
Bahrain Finder,1746267734-57,146287,424.7,Buqwa,RA,2,32
Bahrain Finder,1746267734-58,137745,399.9,Buqwa,RA,2,32
Bahrain Finder,1746267738-123,118352,343.5,Shakhura,RB,1,32
Bahrain Finder,1746267738-124,168125,488.1,Jablat Hibshi,RHB,2,32
Bahrain Finder,1746267747-189,138261,401.4,Busaiteen,RB,1,32
Bahrain Finder,1746267747-193,138261,401.4,Busaiteen,RB,1,32
Bahrain Finder,1746267747-194,143015,415.2,Busaiteen,RB,1,32
Bahrain Finder,1746267747-197,130994,380.3,Busaiteen,RB,1,32
Bahrain Finder,1746267747-198,191857,557,Saraya 2,RA,1,32
Bahrain Finder,1746267755-242,88936,258.2,Barbar,RHA,1,32
Bahrain Finder,1746267755-243,88936,258.2,Barbar,RHA,1,32
Bahrain Finder,1746267755-244,88936,258.2,Barbar,RHA,1,32
Bahrain Finder,1746267755-245,88936,258.2,Barbar,RHA,1,32
Bahrain Finder,1746267755-248,145000,420,Tubli,RB,2,32
Bahrain Finder,1746267755-256,317926,923,Busaiteen,RA,1,32
Bahrain Finder,1746267759-288,161891,470,Janabiyah,RB,2,32
Bahrain Finder,1746267763-296,147217,427.4,A'ali,RA,2,32
Bahrain Finder,1746267771-379,133646,388,Al Qurayyah,RA,2,32
Bahrain Finder,1746267775-386,121100,351.6,Al Hajar,RA,2,32
Bahrain Finder,1746267775-387,94000,272.4,Al Hajar,RA,1,32
Bahrain Finder,1746267775-389,104000,301.1,Al Hajar,RA,1,32
Bahrain Finder,1746267779-426,95000,276.2,Tubli,RHA,3,32
Bahrain Finder,1746267784-448,136160,395.3,Maqaba,RA,2,32
Bahrain Finder,1746267792-523,112875,327.7,Diyar Al Muharraq,RB,1,32
Bahrain Finder,1746267796-536,196508,570.5,Northen Sehla,RA,2,32
Bahrain Finder,1746267796-556,79395,230.5,Jannusan,RHA,1,32
Bahrain Finder,1746267812-672,79395,230.5,Jid Al Haj,RHA,1,32
Bahrain Finder,1746267816-682,111326,323.2,Markh,RA,1,32
Bahrain Finder,1746267828-777,153727,446.3,Maqaba,RA,2,32
Bahrain Finder,1746267836-842,176357,512,Shakhura,RB,1,32
Bahrain Finder,1746267840-877,108328,314.5,Maqaba,RA,1,32
Bahrain Finder,1746267848-941,149697,434.6,Maqaba,RB,2,32
Bahrain Finder,1746267852-973,105401,306,Jidhafs,RHA,3,32
Bahrain Finder,1746267869-1071,142533,413.8,Busaiteen,RB,1,32
Bahrain Finder,1746267869-1072,130959,380.2,Busaiteen,RB,1,32
Bahrain Finder,1746267881-1177,85423,248,Sitra,RA,1,32
Bahrain Finder,1746267893-1264,184417,535.4,Riffa,RA,1,32
Bahrain Finder,1746267897-1291,111979,325.2,Hamad Town,RA,1,32
Bahrain Finder,1746267906-1365,39500,113,Buqwa,RHB,1,32
Bahrain Finder,1746267910-1377,175875,510.6,Galali,RA,1,32
Bahrain Finder,1746267910-1385,152831,443.7,Jablat Hibshi,RA,2,32
Bahrain Finder,1746267910-1387,63171,183.4,Hamalah,RHA,1,32
Bahrain Finder,1746267918-1431,115390,335,Dair,RHB,4,32
Bahrain Finder,1746267923-1480,110223,320,Northen Sehla,RA,2,32
Bahrain Finder,1746267927-1506,133990,389,Janabiyah,RB,1,32
Bahrain Finder,1746267927-1507,133990,389,Janabiyah,RB,1,32
Bahrain Finder,1746267931-1550,124483,361.4,Janabiyah,RA,2,32
Bahrain Finder,1746267939-1582,55801,162,Durrat Al Muharraq,RHA,1,32
Bahrain Finder,1746267939-1583,113048,328.2,Daih,RA,1,32
Bahrain Finder,1746267943-1618,118731,344.7,Daih,RA,2,32
Bahrain Finder,1746267943-1619,120350,349.4,Daih,RA,2,32
Bahrain Finder,1746267943-1620,121969,354.1,Daih,RA,2,32
Bahrain Finder,1746267943-1621,130821,379.8,Daih,RA,3,32
Bahrain Finder,1746267943-1637,125138,363.3,Karranah,RB,2,32
Bahrain Finder,1746267943-1638,108604,315.3,Karranah,RB,2,32
Bahrain Finder,1746267947-1644,109328,317.4,Sar,RA,1,32
Bahrain Finder,1746267955-1725,72403,210.2,Hamalah,RHA,1,32
Bahrain Finder,1746267981-1902,102783,298.4,Bu Ghazal,RA,1,32
Bahrain Finder,1746267994-1977,175772,510.3,Janabiyah,RA,1,32
Bahrain Finder,1746268003-2050,113599,329.8,Markh,RA,1,32
Bahrain Finder,1746268041-2308,129271,375.3,Janabiyah,RA,1,32
Bahrain Finder,1746268041-2318,100000,300.9,Busaiteen,RA,1,32
Bahrain Finder,1746268054-2397,125241,363.6,Karranah,RB,2,32
Bahrain Finder,1746268054-2405,170157,494,Hamad Town,RB,3,32
