web-scraper-order,web-scraper-start-url,price,size,location,classification,roads,price per foot
"1746267747-181","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 474,995","1207.7","Dilmunia","SP","2","36.5"
"1746267747-182","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 156,030","467.6","Riffa","RA","1","31"
"1746267747-183","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 60,000","81.5","Manama","RHB","1","69"
"1746267747-184","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 63,773","204.3","Hamalah","RHA","1","29"
"1746267747-185","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 59,309","190","Hamalah","RHA","1","29"
"1746267747-186","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 67,361","208.6","Hamalah","RHA","1","30"
"1746267747-187","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 1,739,001","13463.1","Karzakkan","SP","2","12"
"1746267747-188","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 219,262","485","Galali","B3*","1","42"
"1746267747-189","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 138,261","401.4","Busaiteen","RB","1","32"
"1746267747-190","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 123,302","395","Hidd","RA","1","29"
"1746267747-191","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 355,750","661","Salmaniya","B3","2","50"
"1746267747-192","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 111,214","369","Jidhafs","RB","2","28"
"1746267747-193","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 138,261","401.4","Busaiteen","RB","1","32"
"1746267747-194","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 143,015","415.2","Busaiteen","RB","1","32"
"1746267747-195","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 120,000","336","Buqwa","RB","1","33.2"
"1746267747-196","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 198,128","876.5","Hamalah","RA","1","21"
"1746267747-197","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 130,994","380.3","Busaiteen","RB","1","32"
"1746267747-198","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 191,857","557","Saraya 2","RA","1","32"
"1746267747-199","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 135,034","482.5","Muharraq","RA","1","26"
"1746267747-200","https://bahrainfinder.bh/en/search-results/page/118/?type%5B0%5D=land&status%5B0%5D","BD 148,182","764.8","Al Eker","B4","1","18"
"1746267751-201","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 158,682","819","Hamad Town","RA","1","18"
"1746267751-202","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 645,893","1091","Budaiya","RHB","4","55"
"1746267751-203","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 155,001","576","Isa Town","MOH","2","25"
"1746267751-204","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 105,401","408","Arad","RA","1","24"
"1746267751-205","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 252,868","839","Sanad","RA","2","28"
"1746267751-206","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 168,844","713","Budaiya","RB","1","22"
"1746267751-207","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 234,182","588","Buqwa","B4","1","37"
"1746267751-208","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 120,000","420","Malkiya","RA","1","26"
"1746267751-209","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 164,196","586.7","Barbar","RA","2","26"
"1746267751-210","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 54,251","168","Hamalah","RHA","1","30"
"1746267751-211","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 225,021","565","Sanad","RB*","3","37"
"1746267751-212","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 150,623","538.2","Tubli","B3","1","26"
"1746267751-213","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 173,548","701","Barbar","RA","1","23"
"1746267751-214","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 210,113","610","Amwaj Island","SP","3","32"
"1746267751-215","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 350,239","1972","Al Eker","RA","1","16.5"
"1746267751-216","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 101,201","662.1","Diraz","RB","1","14.2"
"1746267751-217","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 95,154","340","Hidd","RB","1","26"
"1746267751-218","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 123,756","442.2","Hidd","RB","2","26"
"1746267751-219","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 54,659","175.1","Hamalah","RHA","1","29"
"1746267751-220","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 198,757","1000","Ras Zuwaid","LD","1","18.5"
"1746267751-221","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 193,752","1000","Ras Zuwaid","LD","1","18"
"1746267751-222","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 102,990","368","Hidd","RB","1","26"
"1746267751-223","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 752,242","1553","Hidd","BC","2","45"
"1746267751-224","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 221,846","687","Busaiteen","RA","1","30"
"1746267751-225","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 217,648","674","Guful","RB","3","30"
"1746267751-226","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 64,957","192.8","Hamalah","RHA","1","31.3"
"1746267751-227","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 125,261","387.9","Barbar","RA","1","30"
"1746267751-228","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 209,769","672","Amwaj Island","SP","2","29"
"1746267751-229","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 307,000","1673","Daih","LD","1","17"
"1746267751-230","https://bahrainfinder.bh/en/search-results/page/117/?type%5B0%5D=land&status%5B0%5D","BD 116,745","401.7","Malkiya","RA","1","27"
"1746267755-231","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 122,264","344.2","Buqwa","RA","1","33"
"1746267755-232","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 120,393","360.8","South Sehla","RB","1","31"
"1746267755-233","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 105,678","316.7","South Sehla","RB","2","31"
"1746267755-234","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 59,902","185.5","Hamalah","RHA","1","30"
"1746267755-235","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 148,944","532.2","Jurdab","RA","","26"
"1746267755-236","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 121,483","376.2","Sitra","RB","1","30"
"1746267755-237","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 107,000","326.3","Sitra","RA","1","30.5"
"1746267755-238","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 278,185","994","Diyar Al Muharraq","RA","1","26"
"1746267755-239","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 120,000","393.6","Buqwa","RB","1","28.5"
"1746267755-240","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 173,257","503","Muharraq","B3*","2","32"
"1746267755-241","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 247,895","658","Janabiyah","B3","2","35"
"1746267755-242","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 88,936","258.2","Barbar","RHA","1","32"
"1746267755-243","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 88,936","258.2","Barbar","RHA","1","32"
"1746267755-244","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 88,936","258.2","Barbar","RHA","1","32"
"1746267755-245","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 88,936","258.2","Barbar","RHA","1","32"
"1746267755-246","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 51,000","162","Hamalah","RHA","1","29.2"
"1746267755-247","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 130,000","412.5","Arad","RB","1","25.5"
"1746267755-248","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 145,000","420","Tubli","RB","2","32"
"1746267755-249","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 175,426","651.9","Hamad Town","RA","1","25"
"1746267755-250","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 108,000","306.3","Musala","RA","1","33"
"1746267755-251","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 215,543","910.2","Sar","RB","1","22"
"1746267755-252","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 3,229,200","3000","Seef District","BB","2","100"
"1746267755-253","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 1,200,002","4173.2","Busaiteen","BC","2","26.7"
"1746267755-254","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 182,433","605.3","Askar","B3*","1","28"
"1746267755-255","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 141,051","364","Busaiteen","RB","2","36"
"1746267755-256","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 317,926","923","Busaiteen","RA","1","32"
"1746267755-257","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 115,855","347.2","Tubli","RA","1","31"
"1746267755-258","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 60,278","200","Diyar Al Muharraq","RHA","1","28"
"1746267755-259","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 153,269","491","Tubli","RB","2","29"
"1746267755-260","https://bahrainfinder.bh/en/search-results/page/116/?type%5B0%5D=land&status%5B0%5D","BD 501,042","1293","Sitra","RB*","2","36"
"1746267759-261","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 119,351","336","Buqwa","RA","1","33"
"1746267759-262","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 128,845","427.5","Galali","RA","1","28"
"1746267759-263","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 1,227,562","16291.9","Karzakkan","Undefined","1","7"
"1746267759-264","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 2,181,357","4503.4","Salmabad","SP","2","45"
"1746267759-265","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 277,528","1121","Al Qurayyah","RG","1","23"
"1746267759-266","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 287,528","1113","Al Qurayyah","RG","2","24"
"1746267759-267","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 94,766","284","A'ali","B4","1","31"
"1746267759-268","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 598,272","2526.4","Sanad","RA","2","22"
"1746267759-269","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 83,877","338.8","Askar","RA","1","23"
"1746267759-270","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 100,848","347","Malkiya","RB","2","27"
"1746267759-271","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 85,926","270.6","Hamalah","RHA","2","29.5"
"1746267759-272","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 379,915","1176.5","Sitra Industrail Area","LD","2","30"
"1746267759-273","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 188,844","816","Sitra","RA","1","21.5"
"1746267759-274","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 192,245","893","Hamad Town","MOH","1","20"
"1746267759-275","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 219,488","867.7","Hamad Town","MOH","2","23.5"
"1746267759-276","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 100,000","304.2","Galali","RA","1","32.1"
"1746267759-277","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 30,000","56.5","Manama","RHB","2","49.3"
"1746267759-278","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 97,237","351.5","Karzakkan","RB","1","25.7"
"1746267759-279","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 83,013","270.6","Hamalah","RHA","2","28.5"
"1746267759-280","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 134,335","480","Arad","RA","1","26"
"1746267759-281","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 391,250","3029","Ras Zuwaid","LD","1","12"
"1746267759-282","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 4,864,144","45189","Al Areen","SP","1","10"
"1746267759-283","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 7,205,508","6973","Manama","SP","2","96"
"1746267759-284","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 394,510","3029","Ras Zuwaid","LD","1","12.1"
"1746267759-285","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 770,810","1193.5","Muharraq","COM","2","60"
"1746267759-286","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 720,435","4462","Damistan","RG","1","15"
"1746267759-287","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 124,653","437","Sitra","RB","1","26.5"
"1746267759-288","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 161,891","470","Janabiyah","RB","2","32"
"1746267759-289","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 195,603","649","Amwaj Island","SP","1","28"
"1746267759-290","https://bahrainfinder.bh/en/search-results/page/115/?type%5B0%5D=land&status%5B0%5D","BD 283,104","797","Amwaj Island","SP","1","33"
"1746267763-291","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 105,000","327.7","Diyar Al Muharraq","SP","1","30"
"1746267763-292","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 221,633","664.2","Qadam","RA","2","31"
"1746267763-293","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 91,000","275.8","A'ali","RB","2","30.7"
"1746267763-294","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 48,000","161.5","Hamalah","RHA","1","27.6"
"1746267763-295","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 48,000","161.5","Hamalah","RHA","1","27.6"
"1746267763-296","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 147,217","427.4","A'ali","RA","2","32"
"1746267763-297","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 400","601","A'ali","RB","1","0.7"
"1746267763-298","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 153,452","528","Arad","RA","2","27"
"1746267763-299","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 2,000","821","Seef District","BC","2","2.5"
"1746267763-300","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 550,011","3130","Ra's Hayyan","LD","2","16.3"
"1746267763-301","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 200,000","423.4","East Riffa","RB*","2","43.9"
"1746267763-302","https://bahrainfinder.bh/en/search-results/page/114/?type%5B0%5D=land&status%5B0%5D","BD 354,099","1495.3","Markh","RG","2","22"
